ufs_serial,run_id,wafer_no,date,die_x,die_y,health,split,position,pred
S01150,203,1,2026-05-28,46,26,0.0,val,1,0.0032803091986302
S02785,203,1,2026-05-28,59,16,0.0,val,1,0.0032806043537042
S07237,203,1,2026-05-28,26,29,0.0,val,1,0.0032374313785218
S10057,203,1,2026-05-28,33,30,0.0144981728112187,val,1,0.0032464690211489
S10953,203,1,2026-05-28,49,18,0.0129744289039993,val,1,0.0032681074847379
S14012,203,1,2026-05-28,19,22,0.0,val,1,0.0033539643976041
S14314,203,1,2026-05-28,14,22,0.0,val,1,0.003194640478631
S25271,203,1,2026-05-28,54,13,0.0,val,1,0.003208303461259
S25353,203,1,2026-05-28,56,28,0.0,val,1,0.0033087541521899
S27053,203,1,2026-05-28,48,25,0.0012582437752376,val,1,0.0033063136729391
S30081,203,1,2026-05-28,34,20,0.0,val,1,0.0032594281282951
S30389,203,1,2026-05-28,24,16,0.0,val,1,0.0032686821822808
S33704,203,1,2026-05-28,51,19,0.0,val,1,0.0029406864169114
S35653,203,1,2026-05-28,55,23,0.0019945901257755,val,1,0.0032764817198705
S36305,203,1,2026-05-28,41,30,0.0,val,1,0.0032531019597222
S43100,203,1,2026-05-28,33,13,0.0046865481922371,val,1,0.0032643753280941
S43214,203,1,2026-05-28,55,26,0.0130622512577907,val,1,0.0032848785334765
S01150,203,1,2026-05-28,44,26,0.0,val,2,0.0032714706915701
S02785,203,1,2026-05-28,57,16,0.0,val,2,0.0032664809700429
S07237,203,1,2026-05-28,28,29,0.0,val,2,0.0033067339741584
S10057,203,1,2026-05-28,31,30,0.0144981728112187,val,2,0.0032507340210307
S10953,203,1,2026-05-28,47,18,0.0129744289039993,val,2,0.0032957230575909
S14012,203,1,2026-05-28,17,22,0.0,val,2,0.0032651033560837
S14314,203,1,2026-05-28,15,23,0.0,val,2,0.003199224869015
S25271,203,1,2026-05-28,57,14,0.0,val,2,0.003200752811328
S25353,203,1,2026-05-28,54,28,0.0,val,2,0.0032964452602598
S27053,203,1,2026-05-28,50,25,0.0012582437752376,val,2,0.0032826766802852
S30081,203,1,2026-05-28,32,20,0.0,val,2,0.003335088123228
S30389,203,1,2026-05-28,22,16,0.0,val,2,0.0032982247895747
S33704,203,1,2026-05-28,52,19,0.0,val,2,0.003233524787526
S35653,203,1,2026-05-28,57,23,0.0019945901257755,val,2,0.0032047946608602
S36305,203,1,2026-05-28,39,30,0.0,val,2,0.0032277291951323
S43100,203,1,2026-05-28,35,13,0.0046865481922371,val,2,0.0032387114348537
S43214,203,1,2026-05-28,53,26,0.0130622512577907,val,2,0.0032770642046155
S01150,203,1,2026-05-28,50,26,0.0,val,3,0.0032821360492858
S02785,203,1,2026-05-28,57,15,0.0,val,3,0.0032018201556671
S07237,203,1,2026-05-28,20,28,0.0,val,3,0.0032215313753377
S10057,203,1,2026-05-28,37,30,0.0144981728112187,val,3,0.0032727456810868
S10953,203,1,2026-05-28,53,18,0.0129744289039993,val,3,0.0033071781357026
S14012,203,1,2026-05-28,23,22,0.0,val,3,0.0032981703854427
S14314,203,1,2026-05-28,18,22,0.0,val,3,0.0032540288679331
S25271,203,1,2026-05-28,43,11,0.0,val,3,0.0031847217161236
S25353,203,1,2026-05-28,60,27,0.0,val,3,0.0032173115242757
S27053,203,1,2026-05-28,44,25,0.0012582437752376,val,3,0.0032391490036254
S30081,203,1,2026-05-28,38,20,0.0,val,3,0.0032754378866359
S30389,203,1,2026-05-28,28,16,0.0,val,3,0.0032761616099711
S33704,203,1,2026-05-28,49,19,0.0,val,3,0.0032769344554876
S35653,203,1,2026-05-28,51,23,0.0019945901257755,val,3,0.003286160581036
S36305,203,1,2026-05-28,45,30,0.0,val,3,0.0030662934821793
